date,temp_celsius,location,latitude,longitude
2016-02-24,1.3,Better_Zone_2,57.2,17.0
2016-02-25,1.0,Better_Zone_2,57.2,17.0
2016-02-26,1.6,Better_Zone_2,57.2,17.0
2016-02-27,1.5,Better_Zone_2,57.2,17.0
2016-02-28,1.1,Better_Zone_2,57.2,17.0
2016-02-29,1.0,Better_Zone_2,57.2,17.0
2016-03-01,0.6,Better_Zone_2,57.2,17.0
2016-03-02,1.9,Better_Zone_2,57.2,17.0
2016-03-03,2.3,Better_Zone_2,57.2,17.0
2016-03-04,2.8,Better_Zone_2,57.2,17.0
2016-03-05,2.2,Better_Zone_2,57.2,17.0
2016-03-06,2.1,Better_Zone_2,57.2,17.0
2016-03-07,2.5,Better_Zone_2,57.2,17.0
2016-03-08,2.5,Better_Zone_2,57.2,17.0
2016-03-09,2.5,Better_Zone_2,57.2,17.0
2016-03-10,2.2,Better_Zone_2,57.2,17.0
2016-03-11,0.2,Better_Zone_2,57.2,17.0
2016-03-12,1.3,Better_Zone_2,57.2,17.0
2016-03-13,1.5,Better_Zone_2,57.2,17.0
2016-03-14,3.6,Better_Zone_2,57.2,17.0
2016-03-15,3.1,Better_Zone_2,57.2,17.0
2016-03-16,4.6,Better_Zone_2,57.2,17.0
2016-03-17,5.7,Better_Zone_2,57.2,17.0
2016-03-18,2.9,Better_Zone_2,57.2,17.0
2016-03-19,3.6,Better_Zone_2,57.2,17.0
2016-03-20,3.3,Better_Zone_2,57.2,17.0
2016-03-21,3.2,Better_Zone_2,57.2,17.0
2016-03-22,2.3,Better_Zone_2,57.2,17.0
2016-03-23,2.2,Better_Zone_2,57.2,17.0
2016-03-24,2.0,Better_Zone_2,57.2,17.0
2016-03-25,3.9,Better_Zone_2,57.2,17.0
2016-03-26,4.8,Better_Zone_2,57.2,17.0
2016-03-27,4.6,Better_Zone_2,57.2,17.0
2016-03-28,4.7,Better_Zone_2,57.2,17.0
2016-03-29,6.0,Better_Zone_2,57.2,17.0
2016-03-30,4.4,Better_Zone_2,57.2,17.0
2016-03-31,5.0,Better_Zone_2,57.2,17.0
2016-04-01,4.2,Better_Zone_2,57.2,17.0
2016-04-02,4.6,Better_Zone_2,57.2,17.0
2016-04-03,5.0,Better_Zone_2,57.2,17.0
2016-04-04,5.2,Better_Zone_2,57.2,17.0
2016-04-05,6.1,Better_Zone_2,57.2,17.0
2016-04-06,7.3,Better_Zone_2,57.2,17.0
2016-04-07,6.8,Better_Zone_2,57.2,17.0
2016-04-08,6.0,Better_Zone_2,57.2,17.0
2016-04-09,5.5,Better_Zone_2,57.2,17.0
2016-04-10,4.9,Better_Zone_2,57.2,17.0
2016-04-11,5.1,Better_Zone_2,57.2,17.0
2016-04-12,5.9,Better_Zone_2,57.2,17.0
2016-04-13,5.7,Better_Zone_2,57.2,17.0
2016-04-14,4.3,Better_Zone_2,57.2,17.0
2016-04-15,4.6,Better_Zone_2,57.2,17.0
2016-04-16,6.6,Better_Zone_2,57.2,17.0
2016-04-17,6.8,Better_Zone_2,57.2,17.0
2016-04-18,7.3,Better_Zone_2,57.2,17.0
2016-04-19,6.8,Better_Zone_2,57.2,17.0
2016-04-20,6.9,Better_Zone_2,57.2,17.0
2016-04-21,7.8,Better_Zone_2,57.2,17.0
2016-04-22,6.6,Better_Zone_2,57.2,17.0
2016-04-23,4.6,Better_Zone_2,57.2,17.0
2016-04-24,3.9,Better_Zone_2,57.2,17.0
2016-04-25,3.8,Better_Zone_2,57.2,17.0
2016-04-26,5.2,Better_Zone_2,57.2,17.0
2016-04-27,4.8,Better_Zone_2,57.2,17.0
2016-04-28,5.4,Better_Zone_2,57.2,17.0
2016-04-29,6.1,Better_Zone_2,57.2,17.0
2016-04-30,6.9,Better_Zone_2,57.2,17.0
2016-05-01,6.7,Better_Zone_2,57.2,17.0
2016-05-02,8.0,Better_Zone_2,57.2,17.0
2016-05-03,8.5,Better_Zone_2,57.2,17.0
2016-05-04,9.0,Better_Zone_2,57.2,17.0
2016-05-05,9.9,Better_Zone_2,57.2,17.0
2016-05-06,10.3,Better_Zone_2,57.2,17.0
2016-05-07,10.2,Better_Zone_2,57.2,17.0
2016-05-08,10.7,Better_Zone_2,57.2,17.0
2016-05-09,11.6,Better_Zone_2,57.2,17.0
2016-05-10,12.9,Better_Zone_2,57.2,17.0
2016-05-11,10.8,Better_Zone_2,57.2,17.0
2016-05-12,10.2,Better_Zone_2,57.2,17.0
2016-05-13,9.8,Better_Zone_2,57.2,17.0
2016-05-14,9.3,Better_Zone_2,57.2,17.0
2016-05-15,8.0,Better_Zone_2,57.2,17.0
2016-05-16,7.7,Better_Zone_2,57.2,17.0
2016-05-17,8.4,Better_Zone_2,57.2,17.0
2016-05-18,9.9,Better_Zone_2,57.2,17.0
2016-05-19,10.1,Better_Zone_2,57.2,17.0
2016-05-20,11.2,Better_Zone_2,57.2,17.0
2016-05-21,12.4,Better_Zone_2,57.2,17.0
2016-05-22,11.8,Better_Zone_2,57.2,17.0
2016-05-23,13.7,Better_Zone_2,57.2,17.0
2016-05-24,13.4,Better_Zone_2,57.2,17.0
2016-05-25,11.3,Better_Zone_2,57.2,17.0
2016-05-26,12.2,Better_Zone_2,57.2,17.0
2016-05-27,11.3,Better_Zone_2,57.2,17.0
2016-05-28,11.5,Better_Zone_2,57.2,17.0
2016-05-29,14.3,Better_Zone_2,57.2,17.0
2016-05-30,14.4,Better_Zone_2,57.2,17.0
2016-05-31,15.3,Better_Zone_2,57.2,17.0
2016-06-01,15.6,Better_Zone_2,57.2,17.0
2016-06-02,15.2,Better_Zone_2,57.2,17.0
2016-06-03,15.3,Better_Zone_2,57.2,17.0
2016-06-04,13.9,Better_Zone_2,57.2,17.0
2016-06-05,12.7,Better_Zone_2,57.2,17.0
2016-06-06,11.5,Better_Zone_2,57.2,17.0
2016-06-07,15.7,Better_Zone_2,57.2,17.0
2016-06-08,13.5,Better_Zone_2,57.2,17.0
2016-06-09,12.7,Better_Zone_2,57.2,17.0
2016-06-10,11.2,Better_Zone_2,57.2,17.0
2016-06-11,10.9,Better_Zone_2,57.2,17.0
2016-06-12,11.5,Better_Zone_2,57.2,17.0
2016-06-13,12.5,Better_Zone_2,57.2,17.0
2016-06-14,14.5,Better_Zone_2,57.2,17.0
2016-06-15,16.1,Better_Zone_2,57.2,17.0
2016-06-16,14.6,Better_Zone_2,57.2,17.0
2016-06-17,14.5,Better_Zone_2,57.2,17.0
2016-06-18,16.2,Better_Zone_2,57.2,17.0
2016-06-19,16.2,Better_Zone_2,57.2,17.0
2016-06-20,14.9,Better_Zone_2,57.2,17.0
2016-06-21,15.8,Better_Zone_2,57.2,17.0
2016-06-22,16.6,Better_Zone_2,57.2,17.0
2016-06-23,17.8,Better_Zone_2,57.2,17.0
2016-06-24,19.5,Better_Zone_2,57.2,17.0
2016-06-25,19.0,Better_Zone_2,57.2,17.0
2016-06-26,18.8,Better_Zone_2,57.2,17.0
2016-06-27,17.7,Better_Zone_2,57.2,17.0
2016-06-28,17.7,Better_Zone_2,57.2,17.0
2016-06-29,16.6,Better_Zone_2,57.2,17.0
2016-06-30,17.1,Better_Zone_2,57.2,17.0
2016-07-01,17.8,Better_Zone_2,57.2,17.0
2016-07-02,17.9,Better_Zone_2,57.2,17.0
2016-07-03,15.9,Better_Zone_2,57.2,17.0
2016-07-04,16.0,Better_Zone_2,57.2,17.0
2016-07-05,16.0,Better_Zone_2,57.2,17.0
2016-07-06,15.9,Better_Zone_2,57.2,17.0
2016-07-07,17.2,Better_Zone_2,57.2,17.0
2016-07-08,17.4,Better_Zone_2,57.2,17.0
2016-07-09,17.9,Better_Zone_2,57.2,17.0
2016-07-10,17.1,Better_Zone_2,57.2,17.0
2016-07-11,19.1,Better_Zone_2,57.2,17.0
2016-07-12,18.2,Better_Zone_2,57.2,17.0
2016-07-13,17.6,Better_Zone_2,57.2,17.0
2016-07-14,16.4,Better_Zone_2,57.2,17.0
2016-07-15,16.5,Better_Zone_2,57.2,17.0
2016-07-16,17.6,Better_Zone_2,57.2,17.0
2016-07-17,17.9,Better_Zone_2,57.2,17.0
2016-07-18,16.9,Better_Zone_2,57.2,17.0
2016-07-19,17.5,Better_Zone_2,57.2,17.0
2016-07-20,18.6,Better_Zone_2,57.2,17.0
2016-07-21,19.0,Better_Zone_2,57.2,17.0
2016-07-22,19.0,Better_Zone_2,57.2,17.0
2016-07-23,19.2,Better_Zone_2,57.2,17.0
2016-07-24,19.6,Better_Zone_2,57.2,17.0
2016-07-25,19.8,Better_Zone_2,57.2,17.0
2016-07-26,20.7,Better_Zone_2,57.2,17.0
2016-07-27,19.3,Better_Zone_2,57.2,17.0
2016-07-28,19.6,Better_Zone_2,57.2,17.0
2016-07-29,19.5,Better_Zone_2,57.2,17.0
2016-07-30,19.4,Better_Zone_2,57.2,17.0
2016-07-31,18.7,Better_Zone_2,57.2,17.0
2016-08-01,18.2,Better_Zone_2,57.2,17.0
2016-08-02,17.4,Better_Zone_2,57.2,17.0
2016-08-03,17.3,Better_Zone_2,57.2,17.0
2016-08-04,19.2,Better_Zone_2,57.2,17.0
2016-08-05,18.5,Better_Zone_2,57.2,17.0
2016-08-06,18.1,Better_Zone_2,57.2,17.0
2016-08-07,18.3,Better_Zone_2,57.2,17.0
2016-08-08,18.8,Better_Zone_2,57.2,17.0
2016-08-09,16.0,Better_Zone_2,57.2,17.0
2016-08-10,14.5,Better_Zone_2,57.2,17.0
2016-08-11,13.5,Better_Zone_2,57.2,17.0
2016-08-12,14.8,Better_Zone_2,57.2,17.0
2016-08-13,17.6,Better_Zone_2,57.2,17.0
2016-08-14,16.6,Better_Zone_2,57.2,17.0
2016-08-15,16.1,Better_Zone_2,57.2,17.0
2016-08-16,16.2,Better_Zone_2,57.2,17.0
2016-08-17,15.5,Better_Zone_2,57.2,17.0
2016-08-18,15.6,Better_Zone_2,57.2,17.0
2016-08-19,15.6,Better_Zone_2,57.2,17.0
2016-08-20,16.2,Better_Zone_2,57.2,17.0
2016-08-21,16.7,Better_Zone_2,57.2,17.0
2016-08-22,17.0,Better_Zone_2,57.2,17.0
2016-08-23,16.9,Better_Zone_2,57.2,17.0
2016-08-24,17.3,Better_Zone_2,57.2,17.0
2016-08-25,18.4,Better_Zone_2,57.2,17.0
2016-08-26,19.6,Better_Zone_2,57.2,17.0
2016-08-27,18.9,Better_Zone_2,57.2,17.0
2016-08-28,16.7,Better_Zone_2,57.2,17.0
2016-08-29,17.3,Better_Zone_2,57.2,17.0
2016-08-30,16.3,Better_Zone_2,57.2,17.0
2016-08-31,17.7,Better_Zone_2,57.2,17.0
2016-09-01,17.7,Better_Zone_2,57.2,17.0
2016-09-02,16.6,Better_Zone_2,57.2,17.0
2016-09-03,16.8,Better_Zone_2,57.2,17.0
2016-09-04,15.3,Better_Zone_2,57.2,17.0
2016-09-05,15.1,Better_Zone_2,57.2,17.0
2016-09-06,16.3,Better_Zone_2,57.2,17.0
2016-09-07,18.2,Better_Zone_2,57.2,17.0
2016-09-08,17.5,Better_Zone_2,57.2,17.0
2016-09-09,16.6,Better_Zone_2,57.2,17.0
2016-09-10,16.8,Better_Zone_2,57.2,17.0
2016-09-11,17.8,Better_Zone_2,57.2,17.0
2016-09-12,15.9,Better_Zone_2,57.2,17.0
2016-09-13,17.0,Better_Zone_2,57.2,17.0
2016-09-14,17.3,Better_Zone_2,57.2,17.0
2016-09-15,17.1,Better_Zone_2,57.2,17.0
2016-09-16,15.9,Better_Zone_2,57.2,17.0
2016-09-17,15.1,Better_Zone_2,57.2,17.0
2016-09-18,14.5,Better_Zone_2,57.2,17.0
2016-09-19,14.3,Better_Zone_2,57.2,17.0
2016-09-20,15.1,Better_Zone_2,57.2,17.0
2016-09-21,14.7,Better_Zone_2,57.2,17.0
2016-09-22,14.0,Better_Zone_2,57.2,17.0
2016-09-23,14.5,Better_Zone_2,57.2,17.0
2016-09-24,14.4,Better_Zone_2,57.2,17.0
2016-09-25,14.7,Better_Zone_2,57.2,17.0
2016-09-26,15.6,Better_Zone_2,57.2,17.0
2016-09-27,15.1,Better_Zone_2,57.2,17.0
2016-09-28,15.4,Better_Zone_2,57.2,17.0
2016-09-29,15.5,Better_Zone_2,57.2,17.0
2016-09-30,13.9,Better_Zone_2,57.2,17.0
2016-10-01,13.3,Better_Zone_2,57.2,17.0
2016-10-02,13.1,Better_Zone_2,57.2,17.0
2016-10-03,12.7,Better_Zone_2,57.2,17.0
2016-10-04,10.8,Better_Zone_2,57.2,17.0
2016-10-05,10.1,Better_Zone_2,57.2,17.0
2016-10-06,10.9,Better_Zone_2,57.2,17.0
2016-10-07,10.2,Better_Zone_2,57.2,17.0
2016-10-08,9.3,Better_Zone_2,57.2,17.0
2016-10-09,9.5,Better_Zone_2,57.2,17.0
2016-10-10,9.3,Better_Zone_2,57.2,17.0
2016-10-11,7.8,Better_Zone_2,57.2,17.0
2016-10-12,7.5,Better_Zone_2,57.2,17.0
2016-10-13,7.9,Better_Zone_2,57.2,17.0
2016-10-14,7.1,Better_Zone_2,57.2,17.0
2016-10-15,6.5,Better_Zone_2,57.2,17.0
2016-10-16,8.0,Better_Zone_2,57.2,17.0
2016-10-17,9.1,Better_Zone_2,57.2,17.0
2016-10-18,9.7,Better_Zone_2,57.2,17.0
2016-10-19,9.7,Better_Zone_2,57.2,17.0
2016-10-20,9.1,Better_Zone_2,57.2,17.0
2016-10-21,7.3,Better_Zone_2,57.2,17.0
2016-10-22,6.3,Better_Zone_2,57.2,17.0
2016-10-23,7.9,Better_Zone_2,57.2,17.0
2016-10-24,8.0,Better_Zone_2,57.2,17.0
2016-10-25,6.4,Better_Zone_2,57.2,17.0
2016-10-26,5.9,Better_Zone_2,57.2,17.0
2016-10-27,9.2,Better_Zone_2,57.2,17.0
2016-10-28,10.5,Better_Zone_2,57.2,17.0
2016-10-29,8.2,Better_Zone_2,57.2,17.0
2016-10-30,7.5,Better_Zone_2,57.2,17.0
2016-10-31,6.6,Better_Zone_2,57.2,17.0
2016-11-01,7.9,Better_Zone_2,57.2,17.0
2016-11-02,4.4,Better_Zone_2,57.2,17.0
2016-11-03,3.1,Better_Zone_2,57.2,17.0
2016-11-04,3.9,Better_Zone_2,57.2,17.0
2016-11-05,5.1,Better_Zone_2,57.2,17.0
2016-11-06,2.9,Better_Zone_2,57.2,17.0
2016-11-07,1.7,Better_Zone_2,57.2,17.0
2016-11-08,1.1,Better_Zone_2,57.2,17.0
2016-11-09,2.0,Better_Zone_2,57.2,17.0
2016-11-10,3.4,Better_Zone_2,57.2,17.0
2016-11-11,2.0,Better_Zone_2,57.2,17.0
2016-11-12,1.2,Better_Zone_2,57.2,17.0
2016-11-13,1.5,Better_Zone_2,57.2,17.0
2016-11-14,2.4,Better_Zone_2,57.2,17.0
2016-11-15,5.5,Better_Zone_2,57.2,17.0
2016-11-16,5.0,Better_Zone_2,57.2,17.0
2016-11-17,6.5,Better_Zone_2,57.2,17.0
2016-11-18,7.7,Better_Zone_2,57.2,17.0
2016-11-19,6.6,Better_Zone_2,57.2,17.0
2016-11-20,6.3,Better_Zone_2,57.2,17.0
2016-11-21,9.1,Better_Zone_2,57.2,17.0
2016-11-22,8.5,Better_Zone_2,57.2,17.0
2016-11-23,7.7,Better_Zone_2,57.2,17.0
2016-11-24,5.3,Better_Zone_2,57.2,17.0
2016-11-25,4.4,Better_Zone_2,57.2,17.0
2016-11-26,7.5,Better_Zone_2,57.2,17.0
2016-11-27,3.7,Better_Zone_2,57.2,17.0
2016-11-28,1.6,Better_Zone_2,57.2,17.0
2016-11-29,3.4,Better_Zone_2,57.2,17.0
2016-11-30,4.4,Better_Zone_2,57.2,17.0
2016-12-01,1.7,Better_Zone_2,57.2,17.0
2016-12-02,2.1,Better_Zone_2,57.2,17.0
2016-12-03,1.0,Better_Zone_2,57.2,17.0
2016-12-04,1.8,Better_Zone_2,57.2,17.0
2016-12-05,4.9,Better_Zone_2,57.2,17.0
2016-12-06,1.9,Better_Zone_2,57.2,17.0
2016-12-07,2.8,Better_Zone_2,57.2,17.0
2016-12-08,9.1,Better_Zone_2,57.2,17.0
2016-12-09,7.1,Better_Zone_2,57.2,17.0
2016-12-10,5.9,Better_Zone_2,57.2,17.0
2016-12-11,4.6,Better_Zone_2,57.2,17.0
2016-12-12,0.6,Better_Zone_2,57.2,17.0
2016-12-13,2.8,Better_Zone_2,57.2,17.0
2016-12-14,2.9,Better_Zone_2,57.2,17.0
2016-12-15,0.9,Better_Zone_2,57.2,17.0
2016-12-16,-0.2,Better_Zone_2,57.2,17.0
2016-12-17,0.5,Better_Zone_2,57.2,17.0
2016-12-18,3.6,Better_Zone_2,57.2,17.0
2016-12-19,4.1,Better_Zone_2,57.2,17.0
2016-12-20,4.0,Better_Zone_2,57.2,17.0
2016-12-21,3.5,Better_Zone_2,57.2,17.0
2016-12-22,5.1,Better_Zone_2,57.2,17.0
2016-12-23,4.7,Better_Zone_2,57.2,17.0
2016-12-24,5.2,Better_Zone_2,57.2,17.0
2016-12-25,4.8,Better_Zone_2,57.2,17.0
2016-12-26,6.5,Better_Zone_2,57.2,17.0
2016-12-27,4.6,Better_Zone_2,57.2,17.0
2016-12-28,2.1,Better_Zone_2,57.2,17.0
2016-12-29,3.5,Better_Zone_2,57.2,17.0
2016-12-30,5.0,Better_Zone_2,57.2,17.0
2016-12-31,7.5,Better_Zone_2,57.2,17.0
2017-01-01,5.8,Better_Zone_2,57.2,17.0
2017-01-02,0.0,Better_Zone_2,57.2,17.0
2017-01-03,-0.8,Better_Zone_2,57.2,17.0
2017-01-04,-0.8,Better_Zone_2,57.2,17.0
2017-01-05,-5.9,Better_Zone_2,57.2,17.0
2017-01-06,-7.5,Better_Zone_2,57.2,17.0
2017-01-07,-3.3,Better_Zone_2,57.2,17.0
2017-01-08,-0.6,Better_Zone_2,57.2,17.0
2017-01-09,2.0,Better_Zone_2,57.2,17.0
2017-01-10,1.0,Better_Zone_2,57.2,17.0
2017-01-11,1.0,Better_Zone_2,57.2,17.0
2017-01-12,2.4,Better_Zone_2,57.2,17.0
2017-01-13,-0.2,Better_Zone_2,57.2,17.0
2017-01-14,-0.8,Better_Zone_2,57.2,17.0
2017-01-15,-1.5,Better_Zone_2,57.2,17.0
2017-01-16,-1.6,Better_Zone_2,57.2,17.0
2017-01-17,-2.1,Better_Zone_2,57.2,17.0
2017-01-18,2.3,Better_Zone_2,57.2,17.0
2017-01-19,4.6,Better_Zone_2,57.2,17.0
2017-01-20,4.1,Better_Zone_2,57.2,17.0
2017-01-21,1.7,Better_Zone_2,57.2,17.0
2017-01-22,0.7,Better_Zone_2,57.2,17.0
2017-01-23,1.9,Better_Zone_2,57.2,17.0
2017-01-24,-0.2,Better_Zone_2,57.2,17.0
2017-01-25,0.6,Better_Zone_2,57.2,17.0
2017-01-26,0.8,Better_Zone_2,57.2,17.0
2017-01-27,-0.6,Better_Zone_2,57.2,17.0
2017-01-28,-0.1,Better_Zone_2,57.2,17.0
2017-01-29,1.1,Better_Zone_2,57.2,17.0
2017-01-30,1.0,Better_Zone_2,57.2,17.0
2017-01-31,1.1,Better_Zone_2,57.2,17.0
2017-02-01,0.4,Better_Zone_2,57.2,17.0
2017-02-02,0.0,Better_Zone_2,57.2,17.0
2017-02-03,0.7,Better_Zone_2,57.2,17.0
2017-02-04,1.3,Better_Zone_2,57.2,17.0
2017-02-05,1.5,Better_Zone_2,57.2,17.0
2017-02-06,-0.7,Better_Zone_2,57.2,17.0
2017-02-07,-2.8,Better_Zone_2,57.2,17.0
2017-02-08,-2.9,Better_Zone_2,57.2,17.0
2017-02-09,-1.6,Better_Zone_2,57.2,17.0
2017-02-10,0.0,Better_Zone_2,57.2,17.0
2017-02-11,-0.5,Better_Zone_2,57.2,17.0
2017-02-12,-0.5,Better_Zone_2,57.2,17.0
2017-02-13,-0.6,Better_Zone_2,57.2,17.0
2017-02-14,1.5,Better_Zone_2,57.2,17.0
2017-02-15,1.5,Better_Zone_2,57.2,17.0
2017-02-16,1.8,Better_Zone_2,57.2,17.0
2017-02-17,3.7,Better_Zone_2,57.2,17.0
2017-02-18,0.8,Better_Zone_2,57.2,17.0
2017-02-19,4.6,Better_Zone_2,57.2,17.0
2017-02-20,5.3,Better_Zone_2,57.2,17.0
2017-02-21,3.0,Better_Zone_2,57.2,17.0
2017-02-22,3.3,Better_Zone_2,57.2,17.0
2017-02-23,2.4,Better_Zone_2,57.2,17.0
2017-02-24,0.3,Better_Zone_2,57.2,17.0
2017-02-25,0.4,Better_Zone_2,57.2,17.0
2017-02-26,4.4,Better_Zone_2,57.2,17.0
2017-02-27,5.8,Better_Zone_2,57.2,17.0
2017-02-28,5.6,Better_Zone_2,57.2,17.0
2017-03-01,3.8,Better_Zone_2,57.2,17.0
2017-03-02,3.1,Better_Zone_2,57.2,17.0
2017-03-03,3.6,Better_Zone_2,57.2,17.0
2017-03-04,3.3,Better_Zone_2,57.2,17.0
2017-03-05,1.1,Better_Zone_2,57.2,17.0
2017-03-06,-0.5,Better_Zone_2,57.2,17.0
2017-03-07,-0.9,Better_Zone_2,57.2,17.0
2017-03-08,-1.0,Better_Zone_2,57.2,17.0
2017-03-09,2.9,Better_Zone_2,57.2,17.0
2017-03-10,3.1,Better_Zone_2,57.2,17.0
2017-03-11,1.1,Better_Zone_2,57.2,17.0
2017-03-12,0.2,Better_Zone_2,57.2,17.0
2017-03-13,1.1,Better_Zone_2,57.2,17.0
2017-03-14,4.8,Better_Zone_2,57.2,17.0
2017-03-15,6.7,Better_Zone_2,57.2,17.0
2017-03-16,6.2,Better_Zone_2,57.2,17.0
2017-03-17,6.1,Better_Zone_2,57.2,17.0
2017-03-18,2.6,Better_Zone_2,57.2,17.0
2017-03-19,2.3,Better_Zone_2,57.2,17.0
2017-03-20,3.7,Better_Zone_2,57.2,17.0
2017-03-21,6.1,Better_Zone_2,57.2,17.0
2017-03-22,5.4,Better_Zone_2,57.2,17.0
2017-03-23,4.8,Better_Zone_2,57.2,17.0
2017-03-24,3.9,Better_Zone_2,57.2,17.0
2017-03-25,5.5,Better_Zone_2,57.2,17.0
2017-03-26,7.0,Better_Zone_2,57.2,17.0
2017-03-27,10.4,Better_Zone_2,57.2,17.0
2017-03-28,5.8,Better_Zone_2,57.2,17.0
2017-03-29,3.6,Better_Zone_2,57.2,17.0
2017-03-30,2.8,Better_Zone_2,57.2,17.0
2017-03-31,7.9,Better_Zone_2,57.2,17.0
2017-04-01,9.9,Better_Zone_2,57.2,17.0
2017-04-02,9.7,Better_Zone_2,57.2,17.0
2017-04-03,6.1,Better_Zone_2,57.2,17.0
2017-04-04,5.5,Better_Zone_2,57.2,17.0
2017-04-05,7.2,Better_Zone_2,57.2,17.0
2017-04-06,6.4,Better_Zone_2,57.2,17.0
2017-04-07,7.6,Better_Zone_2,57.2,17.0
2017-04-08,8.0,Better_Zone_2,57.2,17.0
2017-04-09,9.3,Better_Zone_2,57.2,17.0
2017-04-10,9.5,Better_Zone_2,57.2,17.0
2017-04-11,6.6,Better_Zone_2,57.2,17.0
2017-04-12,6.1,Better_Zone_2,57.2,17.0
2017-04-13,3.7,Better_Zone_2,57.2,17.0
2017-04-14,2.5,Better_Zone_2,57.2,17.0
2017-04-15,1.6,Better_Zone_2,57.2,17.0
2017-04-16,1.2,Better_Zone_2,57.2,17.0
2017-04-17,1.0,Better_Zone_2,57.2,17.0
2017-04-18,1.3,Better_Zone_2,57.2,17.0
2017-04-19,2.3,Better_Zone_2,57.2,17.0
2017-04-20,4.7,Better_Zone_2,57.2,17.0
2017-04-21,8.9,Better_Zone_2,57.2,17.0
2017-04-22,6.1,Better_Zone_2,57.2,17.0
2017-04-23,4.6,Better_Zone_2,57.2,17.0
2017-04-24,3.8,Better_Zone_2,57.2,17.0
2017-04-25,5.1,Better_Zone_2,57.2,17.0
2017-04-26,4.7,Better_Zone_2,57.2,17.0
2017-04-27,4.9,Better_Zone_2,57.2,17.0
2017-04-28,5.4,Better_Zone_2,57.2,17.0
2017-04-29,5.1,Better_Zone_2,57.2,17.0
2017-04-30,5.8,Better_Zone_2,57.2,17.0
2017-05-01,5.9,Better_Zone_2,57.2,17.0
2017-05-02,8.0,Better_Zone_2,57.2,17.0
2017-05-03,7.9,Better_Zone_2,57.2,17.0
2017-05-04,7.7,Better_Zone_2,57.2,17.0
2017-05-05,8.3,Better_Zone_2,57.2,17.0
2017-05-06,9.4,Better_Zone_2,57.2,17.0
2017-05-07,7.6,Better_Zone_2,57.2,17.0
2017-05-08,4.7,Better_Zone_2,57.2,17.0
2017-05-09,3.6,Better_Zone_2,57.2,17.0
2017-05-10,3.4,Better_Zone_2,57.2,17.0
