species,scientific_name,latitude,longitude,year,month,day,country,phase
Blackcap,Sylvia atricapilla,57.03149,18.2764,2016,1,1.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,57.74295,12.04397,2016,1,1.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,57.72734,12.05191,2016,1,1.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,55.75618,12.90483,2016,1,1.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,62.63665,17.95288,2016,1,2.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,57.66661,11.89684,2016,1,2.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,59.22216,15.24741,2016,1,2.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,57.6714,11.8925,2016,1,3.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,57.72734,12.05191,2016,1,3.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,58.0525,14.3369,2016,1,2.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,57.68552,11.66415,2016,1,4.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,56.63266,16.1689,2016,1,6.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,57.72245,11.77007,2016,1,6.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,56.07595,15.8459,2016,1,6.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,58.67664,17.08958,2016,1,6.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,57.72734,12.05191,2016,1,7.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,56.58075,16.45568,2016,1,9.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,56.92161,18.15233,2016,1,9.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,57.39021,12.00094,2016,1,10.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,58.11129,11.36348,2016,1,11.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,57.81313,12.05209,2016,1,14.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,57.72734,12.05191,2016,1,17.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,57.72734,12.05191,2016,1,17.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,58.02482,14.97191,2016,1,17.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,57.64446,11.90946,2016,1,19.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,56.38758,16.08472,2016,1,23.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,58.02482,14.97191,2016,1,23.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,57.84583,11.79551,2016,1,,Sweden,Wintering
Blackcap,Sylvia atricapilla,57.726,12.05272,2016,1,20.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,55.56278,12.91414,2016,1,31.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,58.36098,11.27002,2016,1,,Sweden,Wintering
Blackcap,Sylvia atricapilla,58.01862,11.83087,2016,1,,Sweden,Wintering
Blackcap,Sylvia atricapilla,56.60137,16.64028,2016,1,,Sweden,Wintering
Blackcap,Sylvia atricapilla,57.39021,12.00094,2016,1,16.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,56.7634,12.63149,2016,1,,Sweden,Wintering
Blackcap,Sylvia atricapilla,60.48804,15.46519,2016,1,,Sweden,Wintering
Blackcap,Sylvia atricapilla,58.35682,11.95041,2016,1,,Sweden,Wintering
Blackcap,Sylvia atricapilla,55.70008,13.19024,2016,1,,Sweden,Wintering
Blackcap,Sylvia atricapilla,55.76319,13.02396,2016,1,,Sweden,Wintering
Blackcap,Sylvia atricapilla,58.16743,13.52618,2016,1,,Sweden,Wintering
Blackcap,Sylvia atricapilla,56.63266,16.1689,2016,1,,Sweden,Wintering
Blackcap,Sylvia atricapilla,58.33956,13.83977,2016,1,,Sweden,Wintering
Blackcap,Sylvia atricapilla,58.74875,17.57083,2016,1,,Sweden,Wintering
Blackcap,Sylvia atricapilla,57.68358,11.92682,2016,1,,Sweden,Wintering
Blackcap,Sylvia atricapilla,57.81148,12.05453,2016,1,,Sweden,Wintering
Blackcap,Sylvia atricapilla,37.4,-5.98333,2016,1,13.0,Spain,Wintering
Blackcap,Sylvia atricapilla,35.88333,-5.31667,2016,1,20.0,Spain,Wintering
Blackcap,Sylvia atricapilla,35.88333,-5.31667,2016,1,30.0,Spain,Wintering
Blackcap,Sylvia atricapilla,35.88333,-5.31667,2016,1,20.0,Spain,Wintering
Blackcap,Sylvia atricapilla,35.88333,-5.31667,2016,1,20.0,Spain,Wintering
Blackcap,Sylvia atricapilla,35.88333,-5.31667,2016,1,20.0,Spain,Wintering
Blackcap,Sylvia atricapilla,35.88333,-5.31667,2016,1,30.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.9,-0.25,2016,1,26.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.35,-0.88333,2016,1,19.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.35,-0.88333,2016,1,19.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,0.68333,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,40.05,0.03333,2016,1,3.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,0.68333,2016,1,23.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,0.68333,2016,1,1.0,Spain,Wintering
Blackcap,Sylvia atricapilla,40.05,0.03333,2016,1,1.0,Spain,Wintering
Blackcap,Sylvia atricapilla,40.05,0.03333,2016,1,1.0,Spain,Wintering
Blackcap,Sylvia atricapilla,40.05,0.03333,2016,1,9.0,Spain,Wintering
Blackcap,Sylvia atricapilla,40.05,0.03333,2016,1,9.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.96667,-0.25,2016,1,29.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.96667,-0.25,2016,1,29.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.96667,-0.25,2016,1,29.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.23333,-0.65,2016,1,12.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.23333,-0.65,2016,1,12.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.6,-0.31667,2016,1,21.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.6,-0.31667,2016,1,21.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.38333,-5.95,2016,1,31.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.38333,-5.95,2016,1,31.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.38333,-5.95,2016,1,31.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.38333,-5.95,2016,1,31.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.38333,-5.95,2016,1,31.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.38333,-5.95,2016,1,31.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.38333,-5.95,2016,1,31.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.38333,-5.95,2016,1,31.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.48333,-0.45,2016,1,30.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.48333,-0.45,2016,1,30.0,Spain,Wintering
Blackcap,Sylvia atricapilla,42.0,0.23333,2016,1,17.0,Spain,Wintering
Blackcap,Sylvia atricapilla,42.0,0.23333,2016,1,17.0,Spain,Wintering
Blackcap,Sylvia atricapilla,42.0,0.23333,2016,1,17.0,Spain,Wintering
Blackcap,Sylvia atricapilla,42.0,0.23333,2016,1,16.0,Spain,Wintering
Blackcap,Sylvia atricapilla,42.0,0.23333,2016,1,17.0,Spain,Wintering
Blackcap,Sylvia atricapilla,42.0,0.23333,2016,1,17.0,Spain,Wintering
Blackcap,Sylvia atricapilla,42.0,0.23333,2016,1,17.0,Spain,Wintering
Blackcap,Sylvia atricapilla,42.26667,-8.78333,2016,1,24.0,Spain,Wintering
Blackcap,Sylvia atricapilla,42.26667,-8.78333,2016,1,24.0,Spain,Wintering
Blackcap,Sylvia atricapilla,42.26667,-8.78333,2016,1,24.0,Spain,Wintering
Blackcap,Sylvia atricapilla,40.46667,-3.68333,2016,1,28.0,Spain,Wintering
Blackcap,Sylvia atricapilla,40.46667,-3.68333,2016,1,31.0,Spain,Wintering
Blackcap,Sylvia atricapilla,40.49694,0.39361,2016,1,23.0,Spain,Wintering
Blackcap,Sylvia atricapilla,40.49694,0.39361,2016,1,23.0,Spain,Wintering
Blackcap,Sylvia atricapilla,40.49694,0.39361,2016,1,23.0,Spain,Wintering
Blackcap,Sylvia atricapilla,40.49694,0.39361,2016,1,23.0,Spain,Wintering
Blackcap,Sylvia atricapilla,40.49694,0.39361,2016,1,23.0,Spain,Wintering
Blackcap,Sylvia atricapilla,40.49694,0.39361,2016,1,23.0,Spain,Wintering
Blackcap,Sylvia atricapilla,40.49694,0.39361,2016,1,23.0,Spain,Wintering
Blackcap,Sylvia atricapilla,40.49694,0.39361,2016,1,23.0,Spain,Wintering
Blackcap,Sylvia atricapilla,40.49694,0.39361,2016,1,23.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.61667,-0.01667,2016,1,24.0,Spain,Wintering
Blackcap,Sylvia atricapilla,41.5,-0.38333,2016,1,30.0,Spain,Wintering
Blackcap,Sylvia atricapilla,41.76667,-1.11667,2016,1,2.0,Spain,Wintering
Blackcap,Sylvia atricapilla,41.76667,-1.11667,2016,1,5.0,Spain,Wintering
Blackcap,Sylvia atricapilla,41.76667,-1.11667,2016,1,29.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,1.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,1.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,1.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,1.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,1.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,1.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,1.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,1.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,1.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,1.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,8.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,1.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,8.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,1.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,1.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,1.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,8.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,8.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,1.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,1.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,1.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,3.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,1.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,1.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,3.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,3.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,3.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,1.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,1.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,1.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,1.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,1.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,3.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,1.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,8.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.46667,-5.91667,2016,1,3.0,Spain,Wintering
Blackcap,Sylvia atricapilla,28.05,-16.66667,2016,1,6.0,Spain,Wintering
Blackcap,Sylvia atricapilla,41.06667,-0.16667,2016,1,26.0,Spain,Wintering
Blackcap,Sylvia atricapilla,41.06667,-0.16667,2016,1,26.0,Spain,Wintering
Blackcap,Sylvia atricapilla,41.06667,-0.16667,2016,1,26.0,Spain,Wintering
Blackcap,Sylvia atricapilla,41.06667,-0.16667,2016,1,26.0,Spain,Wintering
Blackcap,Sylvia atricapilla,41.06667,-0.16667,2016,1,26.0,Spain,Wintering
Blackcap,Sylvia atricapilla,41.06667,-0.16667,2016,1,26.0,Spain,Wintering
Blackcap,Sylvia atricapilla,41.06667,-0.16667,2016,1,26.0,Spain,Wintering
Blackcap,Sylvia atricapilla,41.06667,-0.16667,2016,1,26.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,39.88333,-0.56667,2016,1,25.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.38333,-5.95,2016,1,17.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.38333,-5.95,2016,1,17.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.38333,-5.95,2016,1,17.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.38333,-5.95,2016,1,17.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.38333,-5.95,2016,1,17.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.73333,-6.16667,2016,1,31.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.38333,-5.95,2016,1,17.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.73333,-6.16667,2016,1,31.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.38333,-5.95,2016,1,17.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.38333,-5.95,2016,1,17.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.38333,-5.95,2016,1,17.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.38333,-5.95,2016,1,17.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.38333,-5.95,2016,1,17.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.38333,-5.95,2016,1,17.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.38333,-5.95,2016,1,17.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.38333,-5.95,2016,1,17.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.38333,-5.95,2016,1,17.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.38333,-5.95,2016,1,17.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.38333,-5.95,2016,1,17.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.38333,-5.95,2016,1,17.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.38333,-5.95,2016,1,17.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.38333,-5.95,2016,1,17.0,Spain,Wintering
Blackcap,Sylvia atricapilla,37.38333,-5.95,2016,1,17.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.11667,-1.18333,2016,1,10.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.43333,-5.26667,2016,1,19.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.43333,-5.26667,2016,1,19.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.43333,-5.26667,2016,1,27.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.43333,-5.26667,2016,1,14.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.43333,-5.26667,2016,1,14.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.43333,-5.26667,2016,1,27.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.43333,-5.26667,2016,1,19.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.43333,-5.26667,2016,1,30.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.43333,-5.26667,2016,1,14.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.43333,-5.26667,2016,1,19.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.43333,-5.26667,2016,1,27.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.43333,-5.26667,2016,1,19.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.43333,-5.26667,2016,1,27.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.26667,-5.93333,2016,1,6.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.26667,-5.93333,2016,1,12.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.26667,-5.93333,2016,1,12.0,Spain,Wintering
Blackcap,Sylvia atricapilla,42.14167,-1.66194,2016,1,3.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.31667,-0.78333,2016,1,3.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.31667,-0.78333,2016,1,3.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.31667,-0.78333,2016,1,9.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.31667,-0.78333,2016,1,16.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.31667,-0.78333,2016,1,9.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.31667,-0.78333,2016,1,31.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.31667,-0.78333,2016,1,31.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.31667,-0.78333,2016,1,16.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.31667,-0.78333,2016,1,3.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.31667,-0.78333,2016,1,16.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.31667,-0.78333,2016,1,9.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.31667,-0.78333,2016,1,23.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.31667,-0.78333,2016,1,9.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.31667,-0.78333,2016,1,16.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.31667,-0.78333,2016,1,9.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.31667,-0.78333,2016,1,16.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.31667,-0.78333,2016,1,31.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.31667,-0.78333,2016,1,9.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.31667,-0.78333,2016,1,16.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.31667,-0.78333,2016,1,9.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.31667,-0.78333,2016,1,31.0,Spain,Wintering
Blackcap,Sylvia atricapilla,40.41667,-3.8,2016,1,3.0,Spain,Wintering
Blackcap,Sylvia atricapilla,40.41667,-3.8,2016,1,3.0,Spain,Wintering
Blackcap,Sylvia atricapilla,40.41667,-3.8,2016,1,3.0,Spain,Wintering
Blackcap,Sylvia atricapilla,40.41667,-3.8,2016,1,3.0,Spain,Wintering
Blackcap,Sylvia atricapilla,40.41667,-3.8,2016,1,3.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.26167,-1.69917,2016,1,29.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.24194,-1.57861,2016,1,27.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.26167,-1.69917,2016,1,29.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.24194,-1.57861,2016,1,27.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.24194,-1.57861,2016,1,27.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.24194,-1.57861,2016,1,27.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.26167,-1.69917,2016,1,29.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.24194,-1.57861,2016,1,27.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.24194,-1.57861,2016,1,27.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.24194,-1.57861,2016,1,27.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.24194,-1.57861,2016,1,27.0,Spain,Wintering
Blackcap,Sylvia atricapilla,38.24194,-1.57861,2016,1,27.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,18.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,18.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,18.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,18.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,18.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,18.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,18.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,18.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,18.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,18.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,18.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,18.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,18.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,18.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,18.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,18.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,18.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,18.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,18.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,18.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,18.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,18.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,18.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,18.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,18.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,27.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,27.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,18.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,18.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,27.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,27.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,31.0,Spain,Wintering
Blackcap,Sylvia atricapilla,36.11667,-5.66667,2016,1,27.0,Spain,Wintering
Blackcap,Sylvia atricapilla,57.64734,11.77471,2017,1,1.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,63.62465,19.91846,2017,1,1.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,63.83119,20.20256,2017,1,1.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,55.48596,13.49671,2017,1,1.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,63.83541,20.19009,2017,1,2.0,Sweden,Wintering
Blackcap,Sylvia atricapilla,63.83119,20.20256,2017,1,3.0,Sweden,Wintering
